UserID,UserNo,Name,Email,IP Address,Unique ID,Started,Ended,Tracking Link,Q8978198,Q8978199,Q8978200,Q8978201,Q8978202,Q8978205,Q8978206,,Q10160220,,,,Q8978209,Q8978203,Q8978204,,Q8978207,Q8978210,,,,Q9215126,Q9215135,Q8978211,,,,,,,,,,,Q10765296,Q9562712,Q9864001,Q8978212,,Q9480381,Q8978221,,,Q8978222,Q9512985,Q9456395,Q8978224,,,,,Q9505407,Q8978226,Q9512168,Q8978227,Q8978228,Q8978229,,,,,,Q9442572,Q9065119,,,,,,,,,,,,,,,,Q8978233,,,,,,,,Q9505480,Q9442668,,,,,,,,,,,,,,,,Q9442669,Q9442670,,,,,,Q8978235,,,,,,,,,,,,,Q8978236,,,,,,Q8978240,Q8978238,Q9318333,Q8978234,,,,,,Q8978237,Q8978241,,,,,,,,,,,,,,,,Q8978242,Q8978243,,,,,,,,,,,,,,,,,Q8978244,,,,,,Q8978245,Q8978246,Q8978247,Q8978248,,,,,,,,,,,Q8978249,Q8978250,Q8978251,Q8978252,,,Q8978253,,,,Q8978254,Q8978255,Q8978256,Q8978257,Q8978258,Q8978259,Q8978260,Q8978261,Q8978262,,,,,,,Q8978263,,,,,,Q8978264,,,Q8978265,,Q10861459,,,,,,,,,,Q8978266,,,,,
,,,,,,,,,16,Other,Heterosexual/Straight,White,No religion,Year 12,The Adeyfield Academy,Missing,No,No,No,No,Missing,Both parents,,,No,3,Missing,Missing,Missing,5,6,On most days,Once a week or less,Rarely or never,On most days,Rarely or never,Once a week or less,Once a week or less,Once a week or less,2-3 days a week,Once a week or less,Missing,5,Don't know/ Prefer not to say,0,0,Missing,4,No,No,No,I have never smoked,Missing,Missing,No,No,No,No,No,Missing,Monthly or less,"No, I want to keep drinking alcohol",5,Less than monthly,Yes,No,No,No,No,No,I have never taken drugs,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Missing,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Missing,Missing,It can be both treated and cured,I have heard of it but know nothing about it,It can be treated but not cured,It can be both treated and cured,Missing,Not sure,Missing,Not sure,Not sure,Not sure,Agree,Disagree,Disagree,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Missing,Yes,Yes,No,No,Prefer not to say,Yes,No,No,No,No,No,No,No,No,No,No,Missing,Missing,Missing,Yes,No,No,Missing,Safe,Neither safe or unsafe,Unsafe,"Yes, but I wasn't the victim",No,Never,No,Once or twice,No,Most days/Every day,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Sometimes,No,Missing,Yes,No,No,No,No,No,No,No,No,No,No,No,Missing,No,No,No,No,Maybe
,,,,,,,,,15,Other,Heterosexual/Straight,Black,Christian,Year 11,The Adeyfield Academy,Missing,No,No,No,No,No,One parent,,,No,3,Missing,Missing,Missing,3,4,2-3 days a week,On most days,Rarely or never,On most days,2-3 days a week,Once a week or less,2-3 days a week,Rarely or never,Rarely or never,2-3 days a week,Missing,5,Overweight,2 or more,3,Missing,3,Yes,No,No,I smoke regularly (once a week or more),I have never vaped,Missing,No,No,No,No,No,Yes,4 or more times a week,Missing,3,Monthly,No,No,No,No,No,No,I take drugs occasionally (less than once a week),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Missing,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Missing,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Missing,Missing,It can be both treated and cured,It can be treated but not cured,Missing,I have heard of it but know nothing about it,Doctor,Yes,Missing,Not sure,Agree,Missing,Disagree,Disagree,Agree,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Not sure,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Missing,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Missing,Yes,No,No,Neither safe or unsafe,Unsafe,Neither safe or unsafe,Safe,"Yes, but I wasn't the victim","Yes, I was the victim",Always,No,Once or twice,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Not sure,No,No,Somewhat,Somewhat,No,No,No,No,No,No,No,No,No,No,Maybe,No,No,No,Maybe,Yes
,,,,,,,,,16,Male,"Gay, lesbian or bisexual",Black,Christian,Year 11,The Adeyfield Academy,Missing,No,No,No,No,Missing,One parent,,,No,4,Missing,Missing,Missing,5,10,2-3 days a week,On most days,2-3 days a week,On most days,On most days,Once a week or less,Once a week or less,Rarely or never,Once a week or less,On most days,Missing,5,Overweight,2 or more,3,Missing,4,Yes,No,No,I have tried smoking once or twice,I have vaped once or twice,I'd like to reduce the amount I smoke but not stop,No,No,No,No,No,Missing,2-3 times a week,I'd like to reduce the amount I drink but not stop,6,Less than monthly,Yes,No,No,No,No,No,I have never taken drugs,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,"No, I want to keep taking drugs",No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Missing,Missing,It can be both treated and cured,It can be treated but not cured,I have heard of it but know nothing about it,It can be treated but not cured,Youth Service/Worker,Yes,Missing,Disagree,Agree,Disagree,Agree,Agree,Disagree,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Missing,Missing,Missing,Missing,No,No,Not sure,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Neither safe or unsafe,Unsafe,Safe,Neither safe or unsafe,"Yes, I was the victim",No,Missing,Don't know,Most days/Every day,Missing,No,Missing,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Missing,Missing,Yes,Somewhat,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Maybe
,,,,,,,,,15,Other,"Gay, lesbian or bisexual",Chinese,No religion,Year 12,The Adeyfield Academy,Missing,Yes,No,Yes,No,No,Foster parents or in a care home,,,No,9,Missing,Missing,Missing,5,7,Rarely or never,On most days,On most days,Once a week or less,Rarely or never,Once a week or less,Rarely or never,Once a week or less,Rarely or never,2-3 days a week,Missing,5,Overweight,1,7,Missing,3,Yes,No,No,I have tried smoking once or twice,I vape regularly (once a week or more),Missing,No,No,No,No,No,Missing,4 or more times a week,Missing,5,Less than monthly,Yes,No,No,No,Yes,No,I take drugs occasionally (less than once a week),No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Missing,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Missing,Missing,It can be both treated and cured,It can be treated but not cured,It can be both treated and cured,Missing,Youth Service/Worker,Not sure,Missing,Agree,Agree,Agree,Agree,Disagree,Not sure,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Unsafe,Neither safe or unsafe,Safe,Safe,Missing,No,Never,Missing,No,Once or twice,Missing,Missing,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Sometimes,Sometimes,Missing,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Maybe,Yes,No,Maybe,Missing
,,,,,,,,,16,Male,Heterosexual/Straight,White,Christian,Year 11,The Adeyfield Academy,Missing,No,No,No,No,Missing,Both parents,,,No,7,Missing,Missing,Missing,3,4,Rarely or never,Once a week or less,Rarely or never,On most days,2-3 days a week,Once a week or less,2-3 days a week,Once a week or less,2-3 days a week,Once a week or less,Missing,5,Underweight,2 or more,1,Missing,4,Yes,No,No,I have never smoked,I have never vaped,Missing,No,No,No,No,No,Missing,Monthly or less,Missing,9,Missing,No,No,No,No,Yes,No,I take drugs occasionally (less than once a week),No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,"No, I want to keep taking drugs",No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Missing,Missing,I have never heard of it,It can be treated but not cured,It can be both treated and cured,It can be both treated and cured,Doctor,Yes,Missing,Not sure,Agree,Agree,Agree,Missing,Disagree,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Missing,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Prefer not to say,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Neither safe or unsafe,Safe,Safe,Neither safe or unsafe,"Yes, I was the victim",No,Never,Yes,Once or twice,Once or twice,No,Missing,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,Missing,Sometimes,Somewhat,Somewhat,No,No,No,No,No,No,No,No,No,No,Yes,Maybe,No,Maybe,Missing,Maybe
,,,,,,,,,18,Female,"Gay, lesbian or bisexual",White,Muslim,Year 12,Missing,Missing,No,Yes,No,No,No,Both parents,,,Prefer not to say,9,Missing,Missing,Missing,10,6,Rarely or never,Once a week or less,On most days,On most days,Rarely or never,Once a week or less,On most days,Once a week or less,2-3 days a week,2-3 days a week,Missing,5,Overweight,2 or more,0,Missing,5,No,No,Yes,I have never smoked,I vape regularly (once a week or more),Missing,No,No,No,No,No,Missing,Monthly or less,"No, I want to keep drinking alcohol",4,Weekly,No,No,No,Yes,Yes,No,I have never taken drugs,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,I'd like to reduce the amount I take but not stop,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Missing,Missing,I have never heard of it,It can be treated but not cured,It can be both treated and cured,It can be treated but not cured,Sexual health clinic,Missing,Missing,Disagree,Agree,Disagree,Disagree,Agree,Disagree,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Missing,No,Missing,No,Not sure,Not sure,Yes,No,No,No,No,No,No,No,Yes,No,No,Missing,No,No,No,Yes,No,Unsafe,Unsafe,Missing,Neither safe or unsafe,Missing,Missing,Never,Prefer not to say,Once or twice,Once or twice,No,Prefer not to say,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Missing,No,Somewhat,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Maybe,Yes,Yes
,,,,,,,,,18,Male,"Gay, lesbian or bisexual",Black,Christian,Year 11,The Adeyfield Academy,Missing,Yes,No,No,No,Missing,One parent,,,No,6,Missing,Missing,Missing,10,8,Rarely or never,Once a week or less,2-3 days a week,Once a week or less,Rarely or never,Once a week or less,On most days,Once a week or less,2-3 days a week,Once a week or less,Missing,5,Overweight,2 or more,6,Missing,0,Yes,No,Yes,Missing,I have never vaped,Missing,No,No,No,No,No,Missing,Never,"No, I want to keep drinking alcohol",9,Monthly,No,No,No,Yes,Yes,No,I have never taken drugs,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Missing,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Missing,Missing,It can be both treated and cured,It can be treated but not cured,It can be both treated and cured,I have never heard of it,School/College,Not sure,Missing,Agree,Agree,Agree,Agree,Agree,Agree,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Missing,Missing,No,Prefer not to say,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Unsafe,Unsafe,Safe,Neither safe or unsafe,No,Missing,Never,Yes,No,No,Most days/Every day,Missing,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Sometimes,Missing,Yes,Somewhat,No,No,No,No,No,No,No,No,No,No,Yes,Missing,Yes,Maybe,Yes,Maybe
,,,,,,,,,15,Female,"Gay, lesbian or bisexual",White,Muslim,Year 11,The Adeyfield Academy,Missing,No,No,No,No,Yes,One parent,,,No,7,Missing,Missing,Missing,9,4,2-3 days a week,On most days,On most days,On most days,On most days,Once a week or less,Once a week or less,Once a week or less,Rarely or never,2-3 days a week,Missing,5,Don't know/ Prefer not to say,2 or more,7,Missing,3,Yes,No,Yes,I have never smoked,I have never vaped,Missing,No,No,No,No,No,No,Never,"No, I want to keep drinking alcohol",Missing,Missing,No,No,No,No,Yes,No,I take drugs occasionally (less than once a week),No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Missing,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Missing,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Missing,Missing,It can be both treated and cured,It can be treated but not cured,I have heard of it but know nothing about it,It can be both treated and cured,Doctor,Not sure,Missing,Agree,Agree,Agree,Disagree,Not sure,Disagree,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Missing,Missing,Missing,Yes,Missing,Prefer not to say,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,Missing,Yes,No,No,Neither safe or unsafe,Unsafe,Safe,Neither safe or unsafe,No,No,Never,No,No,Once or twice,Missing,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Missing,Missing,Somewhat,Somewhat,No,No,No,No,No,No,No,No,No,No,Yes,Maybe,No,No,No,Yes
,,,,,,,,,13,Other,"Gay, lesbian or bisexual",Mixed,Buddhist,Year 12,The Adeyfield Academy,Missing,No,No,No,No,No,Both parents,,,Prefer not to say,8,Missing,Missing,Missing,5,8,On most days,Rarely or never,Rarely or never,On most days,2-3 days a week,Once a week or less,On most days,On most days,2-3 days a week,On most days,Missing,5,Underweight,1,1,Missing,0,Yes,No,No,I have never smoked,I vape regularly (once a week or more),"Yes, I'd like to stop smoking",No,No,No,No,Yes,Missing,Never,"No, I want to keep drinking alcohol",Missing,Less than monthly,Yes,No,No,No,Yes,No,I have never taken drugs,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Missing,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Missing,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Missing,Missing,Missing,It can be treated but not cured,I have heard of it but know nothing about it,Missing,School/College,Not sure,Missing,Agree,Not sure,Disagree,Agree,Disagree,Not sure,Missing,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Missing,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Missing,No,No,Missing,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Missing,Missing,No,No,No,Missing,Safe,Unsafe,Neither safe or unsafe,No,No,Missing,Yes,Once or twice,No,Most days/Every day,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Not sure,Missing,Yes,Somewhat,Missing,No,No,No,No,No,No,No,No,No,No,Yes,Missing,Maybe,No,No,Yes
,,,,,,,,,13,Male,Heterosexual/Straight,Black,No religion,Year 13,The Adeyfield Academy,Missing,No,No,No,No,Missing,Both parents,,,No,5,Missing,Missing,Missing,5,7,Once a week or less,On most days,Rarely or never,Once a week or less,Rarely or never,Once a week or less,On most days,On most days,Rarely or never,Once a week or less,Missing,5,Overweight,2 or more,0,Missing,4,Yes,No,No,I smoke regularly (once a week or more),Missing,"Yes, I'd like to stop smoking",No,No,No,Yes,Yes,Missing,2-3 times a week,"No, I want to keep drinking alcohol",6,Never,No,No,No,No,No,No,I have never taken drugs,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,I'd like to reduce the amount I take but not stop,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Missing,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,Missing,Missing,I have heard of it but know nothing about it,It can be treated but not cured,It can be treated but not cured,I have never heard of it,Pharmacy,Not sure,Missing,Not sure,Not sure,Agree,Disagree,Missing,Not sure,Missing,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Not sure,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Prefer not to say,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Missing,No,Yes,No,Yes,No,Unsafe,Safe,Missing,Neither safe or unsafe,"Yes, but I wasn't the victim",No,Never,No,No,No,Most days/Every day,Prefer not to say,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Not sure,Missing,No,Somewhat,Somewhat,No,No,No,No,No,No,No,No,No,No,Yes,Missing,No,Missing,Maybe,Yes
,,,,,,,,,18,Other,Heterosexual/Straight,White,No religion,Year 7,Missing,Missing,No,No,No,No,Missing,One parent,,,No,5,Missing,Missing,Missing,3,8,On most days,On most days,On most days,On most days,On most days,Once a week or less,On most days,On most days,On most days,Once a week or less,Missing,5,Overweight,0,1,Missing,3,Yes,No,No,I smoke occasionally (less than 1 cigarette a week),I have vaped once or twice,"Yes, I'd like to stop smoking",No,No,No,Yes,No,No,4 or more times a week,"No, I want to keep drinking alcohol",Missing,Monthly,No,No,No,Yes,Yes,No,I take drugs occasionally (less than once a week),No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Missing,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Missing,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Missing,Missing,I have heard of it but know nothing about it,It can be treated but not cured,Missing,It can be both treated and cured,Doctor,Missing,Missing,Agree,Agree,Missing,Disagree,Disagree,Not sure,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Missing,Missing,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,Missing,Yes,No,Yes,No,No,Missing,Missing,Safe,Neither safe or unsafe,No,No,Sometimes,Missing,No,Once or twice,Most days/Every day,Missing,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Sometimes,Yes,Somewhat,Somewhat,No,No,No,No,No,No,No,No,No,No,Maybe,Maybe,Yes,Maybe,No,Maybe
,,,,,,,,,16,Male,Heterosexual/Straight,Mixed,No religion,Year 11,Missing,Missing,No,Yes,No,No,Missing,One parent,,,No,5,Missing,Missing,Missing,2,4,Once a week or less,On most days,On most days,On most days,On most days,Once a week or less,On most days,Once a week or less,2-3 days a week,Once a week or less,Missing,5,Overweight,2 or more,1,Missing,4,No,No,Yes,Missing,Missing,I'd like to reduce the amount I smoke but not stop,No,No,No,No,No,No,Monthly or less,Missing,6,Monthly,No,No,No,No,No,No,I have never taken drugs,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,I'd like to reduce the amount I take but not stop,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Missing,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Missing,Missing,It can be both treated and cured,Missing,It can be treated but not cured,It can be both treated and cured,Doctor,Not sure,Missing,Agree,Not sure,Agree,Agree,Agree,Not sure,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Missing,No,Missing,No,Prefer not to say,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Neither safe or unsafe,Unsafe,Unsafe,Safe,No,No,Sometimes,Missing,No,Once or twice,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Not sure,Yes,No,Yes,Somewhat,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Maybe,Missing
,,,,,,,,,16,Male,"Gay, lesbian or bisexual",White,No religion,Year 11,The Adeyfield Academy,Missing,No,No,No,No,Yes,One parent,,,Prefer not to say,9,Missing,Missing,Missing,10,6,On most days,On most days,On most days,Once a week or less,Rarely or never,Once a week or less,Once a week or less,Once a week or less,Once a week or less,On most days,Missing,5,Overweight,0,3,Missing,5,Yes,No,Yes,Missing,I have vaped once or twice,Missing,No,No,No,Yes,No,Missing,Monthly or less,Missing,Missing,Weekly,No,No,No,Yes,No,No,I have never taken drugs,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Missing,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Missing,Missing,It can be both treated and cured,It can be treated but not cured,It can be treated but not cured,It can be both treated and cured,Sexual health clinic,Not sure,Missing,Disagree,Agree,Agree,Agree,Disagree,Agree,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Missing,Yes,No,No,Neither safe or unsafe,Neither safe or unsafe,Unsafe,Unsafe,No,No,Never,Missing,Prefer not to say,Missing,Missing,Missing,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,Sometimes,Missing,No,Somewhat,Somewhat,No,No,No,No,No,No,No,No,No,No,Maybe,Missing,No,No,No,No
,,,,,,,,,13,Female,Heterosexual/Straight,Black,Buddhist,Year 11,The Adeyfield Academy,Missing,No,No,No,No,Missing,One parent,,,No,6,Missing,Missing,Missing,5,6,Rarely or never,On most days,On most days,Once a week or less,2-3 days a week,Once a week or less,Once a week or less,On most days,Rarely or never,On most days,Missing,5,Don't know/ Prefer not to say,1,3,Missing,3,Yes,No,No,I smoke occasionally (less than 1 cigarette a week),I vape regularly (once a week or more),I'd like to reduce the amount I smoke but not stop,No,No,No,No,Yes,Missing,4 or more times a week,"No, I want to keep drinking alcohol",Missing,Monthly,No,No,No,Yes,No,No,I have never taken drugs,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Missing,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Missing,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Missing,Missing,I have heard of it but know nothing about it,It can be both treated and cured,It can be treated but not cured,I have never heard of it,Youth Service/Worker,Not sure,Missing,Agree,Not sure,Missing,Agree,Agree,Not sure,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,Missing,No,Yes,No,Not sure,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Missing,Yes,No,No,Neither safe or unsafe,Neither safe or unsafe,Unsafe,Safe,No,"Yes, I was the victim",Sometimes,Don't know,No,No,No,Missing,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Missing,No,Somewhat,Somewhat,No,No,No,No,No,No,No,No,No,No,Yes,Maybe,No,Maybe,No,Yes
,,,,,,,,,17,Male,"Gay, lesbian or bisexual",Black,Buddhist,Year 13,Missing,Missing,No,No,No,No,Yes,Both parents,,,Prefer not to say,9,Missing,Missing,Missing,5,10,2-3 days a week,On most days,On most days,On most days,On most days,Rarely or never,On most days,Once a week or less,Once a week or less,Once a week or less,Missing,5,Overweight,2 or more,1,Missing,4,No,Yes,Yes,I smoke regularly (once a week or more),I have vaped once or twice,Missing,No,No,No,No,No,Missing,Never,"No, I want to keep drinking alcohol",Missing,Missing,No,No,No,No,No,No,I have never taken drugs,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Missing,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Missing,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Missing,Missing,I have heard of it but know nothing about it,It can be both treated and cured,It can be both treated and cured,It can be both treated and cured,Youth Service/Worker,Yes,Missing,Agree,Agree,Disagree,Agree,Disagree,Disagree,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Prefer not to say,Not sure,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Neither safe or unsafe,Unsafe,Missing,Unsafe,Missing,"Yes, but I wasn't the victim",Never,Yes,Once or twice,No,Once or twice,Prefer not to say,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Missing,Missing,Yes,Somewhat,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Maybe,No,Maybe,No,Yes
,,,,,,,,,15,Other,"Gay, lesbian or bisexual",Black,No religion,Year 7,The Adeyfield Academy,Missing,No,Yes,No,No,Missing,Foster parents or in a care home,,,No,6,Missing,Missing,Missing,2,4,Rarely or never,On most days,Rarely or never,On most days,On most days,Once a week or less,On most days,On most days,Once a week or less,On most days,Missing,5,Don't know/ Prefer not to say,2 or more,1,Missing,0,No,Yes,No,I have never smoked,I have vaped once or twice,I'd like to reduce the amount I smoke but not stop,No,No,No,No,Yes,Yes,4 or more times a week,"No, I want to keep drinking alcohol",Missing,Missing,No,No,No,No,Yes,No,I have never taken drugs,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Missing,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Missing,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Missing,Missing,It can be both treated and cured,It can be treated but not cured,It can be both treated and cured,It can be both treated and cured,Doctor,Not sure,Missing,Agree,Not sure,Agree,Agree,Disagree,Missing,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Missing,No,Missing,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,Missing,No,No,No,Neither safe or unsafe,Safe,Safe,Missing,No,"Yes, but I wasn't the victim",Sometimes,No,Once or twice,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,Missing,Yes,Somewhat,Somewhat,No,No,No,No,No,No,No,No,No,No,Missing,Missing,Missing,Missing,No,Yes
